title,lines
CAPERS-LRD-z9: A Gas Enshrouded Little Red Dot Hosting a Broad-line AGN at z=9.288,"['\\affiliation{Department of Astronomy, The University of Texas at Austin, Austin, TX, USA}', '\\affiliation{Department of Astronomy, The University of Texas at Austin, Austin, TX, USA}', '\\affiliation{Department of Physics and Astronomy, Colby College, Waterville, ME 04901, USA}', '\\affiliation{Department of Astronomy, The University of Texas at Austin, Austin, TX, USA}', '\\affiliation{Institute for Astronomy, University of Edinburgh, Royal Observatory, Edinburgh EH9 3HJ, UK}', ""\\affiliation{NSF's National Optical-Infrared Astronomy Research Laboratory, 950 N. Cherry Ave., Tucson, AZ 85719, USA}"", '\\affiliation{Department of Astronomy, The University of Texas at Austin, Austin, TX, USA}', '\\affiliation{Astrophysics Science Division, NASA Goddard Space Flight Center, 8800 Greenbelt Rd, Greenbelt, MD 20771, USA}', '\\affiliation{Department of Astronomy, The University of Texas at Austin, Austin, TX, USA}', '\\affiliation{University of Massachusetts Amherst, 710 North Pleasant Street, Amherst, MA 01003-9305, USA}', '\\affiliation{Kavli Institute for Astronomy and Astrophysics, Peking University, Beijing 100871, China}', ""\\affiliation{NSF's National Optical-Infrared Astronomy Research Laboratory, 950 N. Cherry Ave., Tucson, AZ 85719, USA}"", '\\affiliation{MIT Kavli Institute for Astrophysics and Space Research, 77 Massachusetts Ave., Cambridge, MA 02139, USA}', ""\\affiliation{Centro de Astrobiolog\\'{\\i}a (CAB), CSIC-INTA, Ctra. de Ajalvir km 4, Torrej\\'on de Ardoz, E-28850, Madrid, Spain}"", '\\affiliation{Center for Computational Astrophysics, Flatiron Institute, 162 5th Avenue, New York, NY, 10010, USA}', '\\affiliation{Department of Physics, 196 Auditorium Road, Unit 3046, University of Connecticut, Storrs, CT 06269, USA}', ""\\affiliation{Instituto de Astrof\\'{i}sica de Andaluc\\'{i}a (CSIC), Apartado 3004, 18080 Granada, Spain}"", '\\affiliation{Department of Physics, University of the Pacific, Stockton, CA 90340 USA}', '\\affiliation{Aix Marseille Univ, CNRS, CNES, LAM Marseille, France}', '\\affiliation{Department of Physics, 196 Auditorium Road, Unit 3046, University of Connecticut, Storrs, CT 06269, USA}', '\\affiliation{Institute for Astronomy, University of Edinburgh, Royal Observatory, Edinburgh EH9 3HJ, UK}', '\\affiliation{Department of Physics, University of California, Santa Barbara, CA 93106, USA}', '\\affiliation{Cosmic Dawn Center (DAWN), Niels Bohr Institute, University of Copenhagen, Jagtvej 128, K{\\o}benhavn N, DK-2200, Denmark}', '\\affiliation{University of Massachusetts Amherst, 710 North Pleasant Street, Amherst, MA 01003-9305, USA}', '\\affiliation{Department of Astronomy, The University of Texas at Austin, Austin, TX, USA}', '\\affiliation{Department of Astronomy, The University of Texas at Austin, Austin, TX, USA}']"
Stray and Scattered Light Considerations in a Non-contiguous Array of Commercial CMOS Sensors in a Space Mission,[]
TOI-1438: A rare system with two short-period sub-Neptunes and a tentative long-period Jupiter-like planet orbiting a K0V star,[]
Probabilistic mapping between multiparticle production variables and the depth of maximum in proton-induced extensive air showers,"['\\address{Instituto Galego de Física de Altas Enerxías (IGFAE),\\\\ Rúa de Xoaquín Díaz de Rábago, s/n, Campus Vida, Universidade de Santiago de Compostela, 15705, Santiago de Compostela, Galicia, Spain}', ""\\address{Departamento de F\\'isica, Instituto Superior T\\'ecnico (IST), Universidade de Lisboa, Av.\\ Rovisco Pais 1, 1049-001 Lisbon, Portugal}"", ""\\address{Laborat\\'{o}rio de Instrumenta\\c{c}\\~{a}o e F\\'{i}sica Experimental de Part\\'{i}culas (LIP) - Lisbon, Av.\\ Prof.\\ Gama Pinto, 2, 1649-003 Lisbon, Portugal}"", '\\address{Instituto Galego de Física de Altas Enerxías (IGFAE),\\\\ Rúa de Xoaquín Díaz de Rábago, s/n, Campus Vida, Universidade de Santiago de Compostela, 15705, Santiago de Compostela, Galicia, Spain}', '\\address{Technische Universität Dortmund, August-Schmidt-Straße 4, 44221 Dortmund, Germany}']"
In situ Evidence of 5-minute Oscillations from Parker Solar Probe,[]
An Ancient Descendant of the First Galaxies,[]
Evidence for ultra-water-rich ammonia hydrates stabilized in icy exoplanetary mantles,[]
MeerKAT view of Hickson Compact Groups: II. HI deficiency in the core and surrounding regions,"['L. Verdes-Montenegro\\inst{1},', ""\\institute{\\inst{1} Instituto de Astrof\\'isica de Andaluc\\'ia (CSIC), Glorieta de la Astronom\\'ia s/n, 18008 Granada, Spain\\\\"", '\\inst{2} Department of Space, Earth and Environment, Chalmers University of Technology, Onsala Space Observatory, 43992 Onsala, Sweden\\\\', '\\inst{3} Netherlands Institute for Radio Astronomy (ASTRON), Postbus 2, 7990 AA Dwingeloo, the Netherlands\\\\', '\\inst{4} Steward Observatory, University of Arizona, 933 North Cherry Avenue, Rm. N204, Tucson, AZ 85721-0065, USA\\\\', ""\\inst{5} Laboratoire de Physique et de Chimie de l'Environnement, Universit\\'e Joseph Ki-Zerbo, 03 BP 7021, Ouaga 03, Burkina Faso\\\\"", '\\inst{6} Kavli Institute for Astronomy and Astrophysics, Peking University, Beijing 100871, People’s Republic of China\\\\', '\\inst{7} Department of Astronomy, School of Physics, Peking University, Beijing 100871, People’s Republic of China\\\\', ""\\inst{8} Departament de F\\'isica Qu\\`antica i Astrof\\'isica, Universitat de Barcelona, C. Mart\\'i i Franqu\\`es 1, 08028, Barcelona, Spain\\\\"", ""\\inst{9} Institut de Ci\\`encies del Cosmos (ICCUB), Universitat de Barcelona., C. Mart\\'i i Franqu\\`es 1, 08028, Barcelona, Spain\\\\"", '\\inst{10} Centre for Astrophysics and Supercomputing, Swinburne University of Technology, Hawthorn, VIC 3122, Australia\\\\', '\\inst{11} Department of Physics \\& Astronomy, Macalester College, 1600 Grand Avenue, Saint Paul, MN 55105, USA\\\\', '\\inst{12} Aix Marseille Univ, CNRS, CNES, LAM, Marseille, France\\\\', '\\inst{13} Max-Planck-Intitut f\\""ur Radioastronomie, Auf dem H\\""ugel 69, 53121 Bonn, Germany\\\\', '\\inst{14} Department of Physics and Electronics, Rhodes University, PO Box 94, Makhanda 6140, South Africa\\\\', '\\inst{15} School of Earth and Space Exploration, Arizona State University, 781 Terrace Mall, Tempe, AZ, 85287, USA\\\\', '\\inst{16} Astronomy Department, University of Cape Town, Private Bag X3, Rondebosch 7701, South Africa\\\\', '\\inst{17} Inter-University Institute for Data Intensive Astronomy (IDIA), University of Cape Town, Rondebosch, Cape Town, 7701, South Africa\\\\', ""\\inst{18} Departamento de F\\'isica de la Tierra y Astrof\\'isica, Universidad Complutense de Madrid, E-28040 Madrid, Spain\\\\"", '\\inst{19} Centre for Radio Astronomy Techniques and Technologies (RATT), Department of Physics and Electronics, Rhodes University, Makhanda, 6140, South Africa\\\\', '\\inst{20} South African Radio Astronomy Observatory, Black River Park, 2 Fir Street, Observatory, Cape Town 7925, South Africa\\\\', '\\inst{21} Institute for Radioastronomy, National Institute of Astrophysics (INAF IRA), Via Gobetti 101, 40129 Bologna, Italy\\\\', '\\inst{22} Department of Astronomy, University of Massachusetts, Amherst, MA 01003, USA']"
On the analysis of eruptive events with non-radial evolution,[]
Determining the Milky Way gravitational potential without selection functions,"['K\\""{o}nigstuhl 17, D-69117 Heidelberg, Germany}', 'K\\""{o}nigstuhl 17, D-69117 Heidelberg, Germany}']"
Analytical approaches for rapid prediction of gravitational waveforms for relativistic binary systems,[]
"Computational Insights into the Chemical Reaction Networks of C3H6O3,C3H7O3 and C2H5O2: Implications for the Interstellar Medium",[]
The Stellar Mass and Age Distributions of Star-Forming Clumps at $0.5 < z < 5$ in JWST CANUCS: Implications for Clump Formation and Destruction,[]
New constraints on the evolution of the MHI-M* scaling relation combining CHILES and MIGHTEE-HI data,[]
Photometric Redshift Estimation for Rubin Observatory Data Preview 1 with Redshift Assessment Infrastructure Layers (RAIL),[]
The mass-metallicity relation of bulges,[]
Galaxy Protoclusters as Drivers of Cosmic Reionization: I. Bubble Overlap at Redshift z ~ 7 in LAGER-z7OD1,[]
X-ray polarization of reflected thermal emission,"[""Astronomical Institute of the Czech Academy of Sciences, Bo\\v{c}n\\'{i} II 1401/1, 14100 Praha 4, Czech Republic"", ""\\and Universit\\'{e} de Strasbourg, CNRS, Observatoire Astronomique de Strasbourg, UMR 7550, 67000 Strasbourg, France"", '\\and INAF Istituto di Astrofisica e Planetologia Spaziali, Via del Fosso del Cavaliere 100, 00133 Roma, Italy', '\\and Dipartimento di Fisica e Astronomia, Universit\\`{a} degli Studi di Padova, Via Marzolo 8, 35131 Padova, Italy', '\\and Dipartimento di Matematica e Fisica, Università degli Studi Roma Tre, Via della Vasca Navale 84, 00146 Roma, Italy', '\\and Nicolaus Copernicus Astronomical Center, Polish Academy of Sciences, Bartycka 18, 00-716 Warsaw, Poland']"
Inclusion of sulfur chemistry in a validated C/H/O/N chemical network: identification of key C/S coupling pathways,"[""\\institute{Universit\\'e Paris Cit\\'e and Univ Paris Est Creteil, CNRS, LISA, F-75013 Paris, France\\\\"", 'Université de Lorraine, CNRS, LRGP, F-54000 Nancy, France', 'Department of Physics and Astronomy, University College London, Gower Street, London, WC1E 6BT, UK', 'Astrophysics Group, University of Exeter, EX4 4QL Exeter, UK']"
The Leinster-Cobbold diversity index as a criterion for sub-clustering,"['Univ. Grenoble-Alpes, CNRS, IPAG, Grenoble (France)}']"
The Impact of Spectroscopic Redshift Errors on Cosmological Measurements,[]
Violent mergers revisited: The origin of the fastest stars in the Galaxy,[]
Fe XVIII-XXIV K beta Inner-shell Absorption Lines in the X-ray Spectra of Neutron Star and Black Hole Binaries with XRISM,[]
FRB 20250316A: A Brilliant and Nearby One-Off Fast Radio Burst Localized to 13 parsec Precision,"[""\\affiliation{Department of Physics, McGill University, 3600 rue University, Montr\\'eal, QC H3A 2T8, Canada}"", ""\\affiliation{Trottier Space Institute, McGill University, 3550 rue University, Montr\\'eal, QC H3A 2A7, Canada}"", ""\\affiliation{Department of Physics, McGill University, 3600 rue University, Montr\\'eal, QC H3A 2T8, Canada}"", ""\\affiliation{Trottier Space Institute, McGill University, 3550 rue University, Montr\\'eal, QC H3A 2A7, Canada}"", '\\affiliation{MIT Kavli Institute for Astrophysics and Space Research, Massachusetts Institute of Technology, 77 Massachusetts Ave, Cambridge, MA 02139, USA}', '\\affiliation{Department of Physics, Massachusetts Institute of Technology, 77 Massachusetts Ave, Cambridge, MA 02139, USA}', '\\affiliation{Lane Department of Computer Science and Electrical Engineering, 1220 Evansdale Drive, PO Box 6109, Morgantown, WV 26506, USA}', '\\affiliation{Center for Gravitational Waves and Cosmology, West Virginia University, Chestnut Ridge Research Building, Morgantown, WV 26505, USA}', '\\affiliation{McWilliams Center for Cosmology \\& Astrophysics, Department of Physics, Carnegie Mellon University, Pittsburgh, PA 15213, USA}', '\\affiliation{Lane Department of Computer Science and Electrical Engineering, 1220 Evansdale Drive, PO Box 6109, Morgantown, WV 26506, USA}', '\\affiliation{Center for Gravitational Waves and Cosmology, West Virginia University, Chestnut Ridge Research Building, Morgantown, WV 26505, USA}', '\\affiliation{National Centre for Radio Astrophysics, Post Bag 3, Ganeshkhind, Pune, 411007, India}', '\\affiliation{Department of Astronomy and Astrophysics, Tata Institute of Fundamental Research, Mumbai, 400005, India}', '\\affiliation{National Research Council of Canada, Herzberg Astronomy and Astrophysics, 5071 West Saanich Road, Victoria, BC V9E 2E7, Canada}', '\\affiliation{Department of Physics and Astronomy, Northwestern University, Evanston, IL 60208, USA}', '\\affiliation{Center for Interdisciplinary Exploration and Research in Astronomy, Northwestern University, 1800 Sherman Avenue, Evanston, IL 60201, USA}', '\\affiliation{Department of Electrical Engineering, Universidad de Chile, Av. Tupper 2007, Santiago 8370451, Chile}', '\\affiliation{Cornell Center for Astrophysics and Planetary Science, Cornell University, Ithaca, NY 14853, USA}', ""\\affiliation{Department of Physics, McGill University, 3600 rue University, Montr\\'eal, QC H3A 2T8, Canada}"", ""\\affiliation{Trottier Space Institute, McGill University, 3550 rue University, Montr\\'eal, QC H3A 2A7, Canada}"", ""\\affiliation{Department of Physics, McGill University, 3600 rue University, Montr\\'eal, QC H3A 2T8, Canada}"", ""\\affiliation{Trottier Space Institute, McGill University, 3550 rue University, Montr\\'eal, QC H3A 2A7, Canada}"", '\\affiliation{Anton Pannekoek Institute for Astronomy, University of Amsterdam, Science Park 904, 1098 XH Amsterdam, The Netherlands}', '\\affiliation{Anton Pannekoek Institute for Astronomy, University of Amsterdam, Science Park 904, 1098 XH Amsterdam, The Netherlands}', ""\\affiliation{Department of Physics, McGill University, 3600 rue University, Montr\\'eal, QC H3A 2T8, Canada}"", ""\\affiliation{Trottier Space Institute, McGill University, 3550 rue University, Montr\\'eal, QC H3A 2A7, Canada}"", ""\\affiliation{Department of Physics, McGill University, 3600 rue University, Montr\\'eal, QC H3A 2T8, Canada}"", ""\\affiliation{Trottier Space Institute, McGill University, 3550 rue University, Montr\\'eal, QC H3A 2A7, Canada}"", ""\\affiliation{Department of Physics, McGill University, 3600 rue University, Montr\\'eal, QC H3A 2T8, Canada}"", ""\\affiliation{Trottier Space Institute, McGill University, 3550 rue University, Montr\\'eal, QC H3A 2A7, Canada}"", '\\affiliation{National Radio Astronomy Observatory, 520 Edgemont Rd, Charlottesville, VA 22903, USA}', '\\affiliation{Department of Physics and Astronomy, Northwestern University, Evanston, IL 60208, USA}', '\\affiliation{Center for Interdisciplinary Exploration and Research in Astronomy, Northwestern University, 1800 Sherman Avenue, Evanston, IL 60201, USA}', '\\affiliation{David A.\\ Dunlap Department of Astronomy and Astrophysics, 50 St. George Street, University of Toronto, ON M5S 3H4, Canada}', '\\affiliation{Department of Statistical Sciences, University of Toronto, Toronto, ON M5S 3G3, Canada}', '\\affiliation{Data Sciences Institute, University of Toronto, 17th Floor, Ontario Power Building, 700 University Ave, Toronto, ON M5G 1Z5, Canada}', '\\affiliation{Center for Interdisciplinary Exploration and Research in Astronomy, Northwestern University, 1800 Sherman Avenue, Evanston, IL 60201, USA}', '\\affiliation{Department of Physics and Astronomy, Northwestern University, Evanston, IL 60208, USA}', '\\affiliation{Center for Interdisciplinary Exploration and Research in Astronomy, Northwestern University, 1800 Sherman Avenue, Evanston, IL 60201, USA}', '\\affiliation{Department of Physics and Astronomy, West Virginia University, PO Box 6315, Morgantown, WV 26506, USA }', '\\affiliation{Center for Gravitational Waves and Cosmology, West Virginia University, Chestnut Ridge Research Building, Morgantown, WV 26505, USA}', '\\affiliation{Department of Astronomy and Astrophysics, University of California, Santa Cruz, 1156 High Street, Santa Cruz, CA 95060, USA}', '\\affiliation{Dunlap Institute for Astronomy and Astrophysics, 50 St. George Street, University of Toronto, ON M5S 3H4, Canada}', '\\affiliation{David A.\\ Dunlap Department of Astronomy and Astrophysics, 50 St. George Street, University of Toronto, ON M5S 3H4, Canada}', '\\affiliation{ASTRON, Netherlands Institute for Radio Astronomy, Oude Hoogeveensedijk 4, 7991 PD Dwingeloo, The Netherlands}', '\\affiliation{ASTRON, Netherlands Institute for Radio Astronomy, Oude Hoogeveensedijk 4, 7991 PD Dwingeloo, The Netherlands}', '\\affiliation{Anton Pannekoek Institute for Astronomy, University of Amsterdam, Science Park 904, 1098 XH Amsterdam, The Netherlands}', '\\affiliation{Anton Pannekoek Institute for Astronomy, University of Amsterdam, Science Park 904, 1098 XH Amsterdam, The Netherlands}', ""\\affiliation{Department of Physics, McGill University, 3600 rue University, Montr\\'eal, QC H3A 2T8, Canada}"", ""\\affiliation{Trottier Space Institute, McGill University, 3550 rue University, Montr\\'eal, QC H3A 2A7, Canada}"", '\\affiliation{Anton Pannekoek Institute for Astronomy, University of Amsterdam, Science Park 904, 1098 XH Amsterdam, The Netherlands}', '\\affiliation{Anton Pannekoek Institute for Astronomy, University of Amsterdam, Science Park 904, 1098 XH Amsterdam, The Netherlands}', '\\affiliation{ASTRON, Netherlands Institute for Radio Astronomy, Oude Hoogeveensedijk 4, 7991 PD Dwingeloo, The Netherlands}', '\\affiliation{ASTRON, Netherlands Institute for Radio Astronomy, Oude Hoogeveensedijk 4, 7991 PD Dwingeloo, The Netherlands}']"
"WASP-12, shrouded in mystery or just cold gas?",[]
The S-PLUS 12-band photometry as a powerful tool for discovery and classification: ten cataclysmic variables in a proof-of-concept study,"[""\\affiliation{Departamento de F\\'isica, Universidade Federal de Sergipe, Av. Marechal Rondon, S/N, 49100-000, S\\~ao Crist\\'ov\\~ao, SE, Brazil}"", ""\\affiliation{Observat\\'orio Nacional, Rua Gal. Jos\\'e Cristino 77, 20921-400, Rio~de~Janeiro, RJ, Brazil}"", ""\\affiliation{Observat\\'orio Nacional, Rua Gal. Jos\\'e Cristino 77, 20921-400, Rio~de~Janeiro, RJ, Brazil}"", ""\\affiliation{Departamento de F\\'isica, Universidade Federal de Sergipe, Av. Marechal Rondon, S/N, 49100-000, S\\~ao Crist\\'ov\\~ao, SE, Brazil}"", ""\\affiliation{Departamento de Astronomia, Instituto de Astronomia, Geof\\'isica e Ci\\^encias Atmosf\\'ericas, Universidade de S\\~ao Paulo, R. do Mat\\~ao 1226, Cidade Universit\\'aria, 05508-090, S\\~ao Paulo, SP, Brazil}"", ""\\affiliation{Departamento de Astronomia, Instituto de Astronomia, Geof\\'isica e Ci\\^encias Atmosf\\'ericas, Universidade de S\\~ao Paulo, R. do Mat\\~ao 1226, Cidade Universit\\'aria, 05508-090, S\\~ao Paulo, SP, Brazil}"", '\\affiliation{CRESST II and X-ray Astrophysics Laboratory, NASA/GSFC, Greenbelt, MD 20771, USA}', '\\affiliation{Department of Physics, University of Maryland, Baltimore County, 1000 Hilltop Circle, Baltimore, MD 21250, USA}', ""\\affiliation{Instituto de Astrof\\'{i}sica de La Plata (CCT La Plata - CONICET - UNLP), B1900FWA, La Plata, Argentina}"", '\\affiliation{Departamento de Física, Universidade Federal de Santa Catarina, Florianópolis, SC 88040-900, Brazil}', ""\\affiliation{Observat\\'orio Nacional, Rua Gal. Jos\\'e Cristino 77, 20921-400, Rio~de~Janeiro, RJ, Brazil}"", ""\\affiliation{Observat\\'orio Nacional, Rua Gal. Jos\\'e Cristino 77, 20921-400, Rio~de~Janeiro, RJ, Brazil}"", ""\\affiliation{Observat\\'orio Nacional, Rua Gal. Jos\\'e Cristino 77, 20921-400, Rio~de~Janeiro, RJ, Brazil}"", '\\affiliation{The Observatories of the Carnegie Institution for Science, 813 Santa Barbara St, Pasadena, CA 91101, USA}', '\\affiliation{Rubin Observatory Project Office, 950 N. Cherry Ave., Tucson, AZ 85719, USA}']"
NIRPS and TESS reveal a peculiar system around the M dwarf TOI-756: A transiting sub-Neptune and a cold eccentric giant,[]
Simulated Real-Time Testing of the Prototype Implementation of the SOFIE Model: The 2025 Space Weather Prediction Testbed Exercise,[]
Tails of Gravity: Persistence of Star Formation in the CMZ Environment,[]
