s2_id,S2_Title,S2_Citations,S2_NonSelfCitations
ARXIV:2506.20907,A Ground-Based Transit Observation of the Long-Period Extremely Low-Density Planet HIP 41378 f,0,0
ARXIV:2506.20896,Blowing star formation away in AGN Hosts (BAH) -- IV: Feeding and feedback in 3C 293 observed with JWST NIRSpec,0,0
ARXIV:2506.20889,Paper Not Found,0,0
ARXIV:2506.20868,Physics Of Eclipsing Binaries. IX. Spectroscopic module,0,0
ARXIV:2506.20866,Physics Of Eclipsing Binaries. VIII. Multiple systems,0,0
ARXIV:2506.21224,Metal Polluted White Dwarfs with 21 {\mu}m IR excesses from JWST/MIRI: Planets or Dust?,0,0
ARXIV:2506.21238,Optimizing gaussian process kernels using nested sampling and ABC rejection for H(z) reconstruction,0,0
ARXIV:2506.21258,Paper Not Found,0,0
ARXIV:2506.21267,Accreted Globular Clusters and Horizontal Branch Morphology in the Outer Halo of M31,0,0
ARXIV:2506.21531,The Kaleidoscope Survey: Strong Gravitational Lensing in Galaxy Clusters with Radial Arcs,1,1
ARXIV:2506.21530,Detectability and Parameter Estimation for Einstein Telescope Configurations with GWJulia,6,6
ARXIV:2506.21519,Hunting for UVdim stars in Galactic Open clusters. Clues from ultraviolet photometry,0,0
ARXIV:2506.21517,The Relation between Solar Spicules and Magnetohydrodynamic Shocks,1,1
ARXIV:2506.21477,Quasar cosmology II: Joint analyses with cosmic microwave background,2,2
ARXIV:2506.21459,The ESPRESSO transmission spectrum of HD 189733 b. Extracting the planetary sodium and lithium signatures amid stellar contamination,1,1
ARXIV:2506.21442,Low-metallicity massive single stars with rotation. III. Source of ionization and C IV emission in I Zw 18,1,1
ARXIV:2506.21410,Sifting for a Stream: The Morphology of the $300S$ Stellar Stream,0,0
ARXIV:2506.21403,3C 403: a candidate neutrino-emitting radio galaxy,0,0
ARXIV:2506.22287,Cool Gas in the Circumgalactic Medium of Massive Post Starburst Galaxies,0,0
ARXIV:2506.21378,Proto-neutron stars with dark matter admixture: A single-fluid approach,2,2
ARXIV:2506.21351,Characterizing Exoplanets for Assessing Their Potential Habitability,2,2
ARXIV:2506.21346,Deterministic and Stochastic Study of the X-Ray Emission from the TeV Blazar Mrk 421,0,0
ARXIV:2506.21335,Investigating the clumpy star formation in an interacting dwarf irregular galaxy,0,0
ARXIV:2506.21332,Rubidium Abundances in Cool Giants from High-resolution H-band Spectra: A New Diagnostic for Galactic Chemical Evolution,0,0
ARXIV:2506.21321,An Hα Cloud in the H I Tail: Recent Star Formation in the Outskirts of NGC 4258 Revealed by Nanshan 1 m Telescope,0,0
ARXIV:2506.21320,Probing Obscured Star Formation in Galaxy Clusters Using JWST Medium-band Images: 3.3 μm PAH Emitter Sample in A2744,0,0
ARXIV:2506.21295,Paper Not Found,0,0
ARXIV:2506.21284,Wide-field Polarization Imaging and Numerical Modeling of the Coma and Tail of Comet C/2023 A3 (Tsuchinshan-ATLAS),0,0
ARXIV:2506.21283,Hiding behind a curtain of dust: Gas and dust properties of an ultra-luminous strongly-lensed z = 3.75 galaxy behind the Milky Way disk,0,0
ARXIV:2506.21365,Element Nucleosynthetic Origins from Abundance Spatial Distributions beyond the Milky Way,0,0
ARXIV:2506.14117,JWST Reveals a Likely Jellyfish Galaxy at z=1.156,0,0
ARXIV:2506.03711,X-ray spectroscopy method of white dwarf mass determination in intermediate polars. External systematic uncertainties.,0,0
ARXIV:2506.14041,Hawking Radiation Signatures from Primordial Black Holes Transiting the Inner Solar System: Prospects for Detection,3,3
ARXIV:2506.05631,"The TESS Ten Thousand Catalog: 10,001 Uniformly Vetted and Validated Eclipsing Binary Stars Detected in Full-frame Image Data by Machine Learning and Analyzed by Citizen Scientists",6,5
ARXIV:2506.05630,X-Ray Polarization Detection of the Pulsar Wind Nebula in G21.5–0.9 with IXPE,0,0
ARXIV:2506.05618,Post-common envelope evolution of helium-core white dwarfs,1,1
ARXIV:2506.05612,Trinity VII. Predictions for the Observable Correlation Functions of Accreting Black Holes,0,0
ARXIV:2506.05591,Survival of dust in super-dusty galaxies at redshifts z ≈ 5-8,0,0
ARXIV:2506.05575,A Map of the Outer Gas Disk of the Galaxy with Direct Distances from Young Stars,0,0
ARXIV:2506.05556,DART-Vetter: A Deep Learning Tool for Automatic Triage of Exoplanet Candidates,1,1
ARXIV:2506.05521,"The TOI-1117 Multi-planetary System: 3 sub-Neptunes, 1 in both the Neptunian Desert and Radius Valley",0,0
ARXIV:2506.05517,A possible origin of the overlapping light curve of eRO-QPE1,0,0
ARXIV:2506.05506,Exploring the halo occupation distribution for moderate X-ray luminosity active galactic nuclei in the EAGLE cosmological simulation,0,0
ARXIV:2506.05476,"Repeating Flares, X-ray Outbursts and Delayed Infrared Emission: A Comprehensive Compilation of Optical Tidal Disruption Events",0,0
ARXIV:2506.05474,Jellyfish galaxies with the IllustrisTNG simulations – Supermassive black hole activity in dense environments with ram-pressure stripped satellites,1,1
ARXIV:2506.05471,A Reassessment of the Pantheon+ and DES 5YR Calibration Uncertainties: Dovekie,2,2
ARXIV:2506.05470,Probing neutral outflows in z ~ 2 galaxies using JWST observations of Ca ii H and K absorption lines,0,0
ARXIV:2506.05469,The DECam Field of Streams: a deep view of the Milky Way halo,0,0
ARXIV:2506.05459,RUBIES: A spectroscopic census of little red dots. All point sources with v-shaped continua have broad lines,3,3
ARXIV:2506.05457,Galaxy cluster count cosmology with simulation-based inference,1,1
ARXIV:2506.05455,Kinematic Evidence for Bipolar Ejecta Flows in the Galactic SNR W49B,0,0
ARXIV:2506.05448,Multi-cloud crushing – the collective survival of cold clouds in galactic outflows,1,1
ARXIV:2506.05657,Emulating compact binary population synthesis simulations with uncertainty quantification and model comparison using Bayesian normalizing flows,0,0
ARXIV:2506.05423,Variable Modified Newtonian Mechanics VII: High redshift Supermassive Black Hole growth under an alternative Hubble Parameter,0,0
ARXIV:2506.05659,The Observations of Magnetic Reconnection during the Interaction Process of Two Active Region Filaments,0,0
ARXIV:2506.05677,Investigating MAXI J1752$-$457 with NuSTAR in the aftermath of a superburst,0,0
ARXIV:2506.06080,Impact of model parameter degeneracy on leptonic radiation models. The case of blazar multiwavelength spectra,0,0
ARXIV:2506.06049,The Jet-feedback Mechanism in Common Envelope Evolution of Planetary Nebula Progenitors,0,0
ARXIV:2506.06014,Dynamical mass distribution and velocity structure of the Galactic centre,1,1
ARXIV:2506.05986,Puzzling radial gradients of K-band absorption features in the giant elliptical galaxy M87,0,0
ARXIV:2506.05978,Comparing observations of the closely located JUICE and STEREO-A spacecraft during the widespread solar energetic particle event of 2024 May 13,0,0
ARXIV:2506.05973,ALMA 3 mm polarimetry of radio‑quiet active galactic nuclei,1,1
ARXIV:2506.05929,Exploration of features in the black hole mass spectrum inspired by non-parametric analyses of gravitational wave observations,2,2
ARXIV:2506.05923,Convection Anisotropies of Cosmic Rays in Highly Magnetized Plasma,0,0
ARXIV:2506.05920,Multi-instrument Search for Gamma-Ray Counterpart of X-Ray Transients Detected by EP/WXT,1,1
ARXIV:2506.05911,Simulation-based inference with neural posterior estimation applied to X-ray spectral fitting II -- High-resolution spectroscopy with the X-ray Integral Field Unit,0,0
ARXIV:2506.05910,Correlation of Burst Behavior with Magnetar Age,0,0
ARXIV:2506.05892,Disk Evolution Study Through Imaging of Nearby Young Stars (DESTINYS): Evidence of planet-disk interaction in the 2MASSJ16120668-3010270 system,2,2
ARXIV:2506.05881,The online data filter for the KM3NeT neutrino telescopes,0,0
ARXIV:2506.05847,Features of the Spatial Distribution of Galaxy Clusters,0,0
ARXIV:2506.05795,Smoking gun signature from axion and the constraints with radio telescopes,0,0
ARXIV:2506.05772,The polarization of strongly lensed point-like radio sources,0,0
ARXIV:2506.05771,Detection of Multiple X-Ray Quasi-periodic Oscillations in IGR J19294+1816 with Insight-HXMT,0,0
ARXIV:2506.05750,Imprints of Different Types of Low-angular-momentum Accretion Flow Solutions in General Relativistic Hydrodynamic Simulations,0,0
ARXIV:2506.05737,Search for Lorentz Invariance Violation with spectral lags of GRB 190114C using profile likelihood,0,0
ARXIV:2506.05674,Observational Insights on DBI K-essence Models Using Machine Learning and Bayesian Analysis,1,1
ARXIV:2506.06115,Testing OH Megamaser Identification Methods in H i Surveys: Updated Source-flagging Algorithms and New Detections in ALFALFA,0,0
ARXIV:2506.05392,Exoplaneteers Keep Overestimating Sigma Significances,0,0
ARXIV:2506.05189,H3+ in irradiated protoplanetary disks: Linking far-ultraviolet radiation and water vapor,0,0
ARXIV:2506.04819,Model selection using the HII galaxy Hubble diagram,0,0
ARXIV:2506.04818,Coronal dimmings from active region 13664 during the May 2024 solar energetic events,1,1
ARXIV:2506.04806,"The Structural and Kinematical Properties of NGC 5634, a Globular Cluster Associated with the Sagittarius Dwarf Galaxy?",0,0
ARXIV:2506.04799,The impact of cluster mergers on galaxy properties,0,0
ARXIV:2506.04794,Rate Constants and Product Yields for the C + CH3CHO Reaction at Low Temperatures,0,0
ARXIV:2506.04781,Deep learning image burst stacking to reconstruct high-resolution ground-based solar observations,2,2
ARXIV:2506.04778,Wind-fed Supermassive Black Hole Accretion by the Nuclear Star Cluster: The Case of M31*,0,0
ARXIV:2506.04759,Implications of a turbulent convection model for classical Cepheids,0,0
ARXIV:2506.04757,Modelling the selection of galaxy groups with end-to-end simulations,0,0
ARXIV:2506.04747,The Centre of Attention: a Powerful Radio Galaxy Pinpoints a NIR-Dark Protocluster at z~3.9,0,0
ARXIV:2506.04731,Constraints on the Number of Primordial Black Holes Due to Interaction with Dust,0,0
ARXIV:2506.04729,Galactic Science -- Rapporteur Talk of the 8th Heidelberg International Symposium on High Energy Gamma Ray Astronomy,0,0
ARXIV:2506.04709,Prospects for the Detection of High-redshift Gamma-Ray Bursts in the Era of EP and SVOM,1,1
ARXIV:2506.04705,Formation of the Two-armed Phase Spiral from Multiple External Perturbations,0,0
ARXIV:2506.04671,CSST cosmological emulator III: Hybrid lagrangian bias expansion emulation of galaxy clustering,4,4
ARXIV:2506.04661,Analysis of Jet Dynamics and Collimation Characteristics of 0241+622 on Parsec Scales,1,1
ARXIV:2506.04615,A Comprehensive Light-curve Model of the Very Fast Nova V1674 Herculis,2,2
ARXIV:2506.04605,Searching for Helium Escape and a Low-density Atmosphere Around the 120 Myr Old Sub-Neptune HIP94235b Using CRIRES+,0,0
ARXIV:2506.04604,Radio Prospects of Extrasolar Aurorae Polaris as a Probe of Planetary Magnetism,0,0
ARXIV:2506.04829,Weak or strong: Coupling of mixed oscillation modes on the red giant branch,0,0
ARXIV:2506.05273,Unraveling the structure of the stratified ultra-fast outflows in PDS 456 with XRISM,1,1
ARXIV:2506.04850,The Chinese Pulsar Timing Array data release I. Single pulsar noise analysis,3,3
ARXIV:2506.04904,Optimization of the multiple sampling and signal extraction in nondestructive exposures,3,3
ARXIV:2506.05186,PDRs4All XV. CH radical and H3+ molecular ion in the irradiated protoplanetary disk d203-506,0,0
ARXIV:2506.05161,The Hourglass Simulation: A Catalog for the Roman High-latitude Time-domain Core Community Survey,1,1
ARXIV:2506.05159,Search for Binarity in Asymptotic Giant Branch Stars Utilizing the Future Chinese Space Station Telescope,0,0
ARXIV:2506.05155,Learning Intrinsic Alignments from Local Galaxy Environments,0,0
ARXIV:2506.05143,The making of robust and highly performing imaging spectropolarimeters for large solar telescopes,0,0
ARXIV:2506.05130,Bayesian ages of local young stellar associations. I. Through the expansion rate method,0,0
ARXIV:2506.05110,Going Bayesian on the ages of nearby young stellar systems. I. The expansion rate method,0,0
ARXIV:2506.05098,Modeling the High-brightness State of the Recurrent Nova T CrB as an Enhanced Mass-transfer Event,0,0
ARXIV:2506.05094,Coupling 1D stellar evolution with 3D-hydrodynamical simulations on-the-fly III: stellar evolution at different metallicities,0,0
ARXIV:2506.05090,Learning Balanced Field Summaries of the Large-Scale Structure with the Neural Field Scattering Transform,0,0
ARXIV:2506.05089,Planets similar in size are often dissimilar in interior,1,1
ARXIV:2506.05049,Testing gravity with wide binaries. 3D velocities and distances of wide binaries from Gaia and HARPS,1,1
ARXIV:2506.05033,K2 observations of five pulsating subdwarf-B stars with white dwarf companions,0,0
ARXIV:2506.05024,Low noise flux estimate and data quality control monitoring in EUCLID-NISP cosmological survey,3,3
ARXIV:2506.04995,Impact of common modes correlations and time sampling on the total noise of a H2RG near-IR detector,9,9
ARXIV:2506.04994,Performance of MAGIC stellar intensity interferometer and expansion to MAGIC + CTAO-LST1 stellar intensity interferometer,1,1
ARXIV:2506.04986,Constraints on the progenitor models of fast radio bursts from population synthesis with the first CHIME/FRB catalog,1,1
ARXIV:2506.04923,Three hot Jupiters transiting K-dwarfs with significant heavy element masses,0,0
ARXIV:2506.04914,Continued Photometric Monitoring Supports Long-term Dynamical Evolution in the Young Binary Star–Disk System KH 15D,0,0
ARXIV:2506.04871,Probing Ultralight Axion-like Dark Matter $-$ A PTA-PPA Synergy,1,1
ARXIV:2506.06118,Evidence for Hydrostatic Equilibrium in the Extragalactic Molecular Clouds of M31,0,0
ARXIV:2506.06126,Properties of Slow Magnetoacoustic Waves Observed Simultaneously Using Hi-C 2.1 and AIA,2,2
ARXIV:2506.06139,Impact of initial mass function on the chemical evolution of high-redshift galaxies,0,0
ARXIV:2506.07514,Power Spectrum Emulators from Neural Networks and Tree-Based Methods,0,0
ARXIV:2506.07507,Multi-band observation of lensed gravitational waves as a probe of small-mass dark matter halos,1,1
ARXIV:2506.07499,Resolving the Unresolved: Using NESSI to Search for Unresolved Companions in Low-mass Disk Wide Binaries,0,0
ARXIV:2506.07493,Variations in Dominant Wave Period in the Solar Atmosphere,0,0
ARXIV:2506.07457,"The Internal Kinematics, Stellar Population, and Gas-phase Properties of The Pseudobulge in An Ultra-diffuse Galaxy: AGC721966",0,0
ARXIV:2506.07444,Heating Mechanisms and Radio Response from the Solar Chromosphere to Corona,0,0
ARXIV:2506.07442,Development of an imager with high time resolution optical photon counter,1,1
ARXIV:2506.07432,Constraints on cosmology and baryonic feedback with joint analysis of Dark Energy Survey Year 3 lensing data and ACT DR6 thermal Sunyaev-Zel'dovich effect observations,8,8
ARXIV:2506.07425,Galaxy Cluster Mass Estimation through the Splashback Radius,1,1
ARXIV:2506.07422,100 000 Crab giant pulses at 215 MHz detected with an SKA-Low prototype station,0,0
ARXIV:2506.07395,Measurement of Downward-going Milli-charged particles beyond GZK cutoff at the Pierre Auger Observatory,0,0
ARXIV:2506.07383,Four ages of rotating stars in the rotation--activity relationship and gyrochronology,0,0
ARXIV:2506.07319,XRISM Spectroscopy of the Stellar-mass Black Hole 4U 1630-472 in Outburst,3,3
ARXIV:2506.07265,"Limb-Darkening Coefficients for the 4-Term and Power-2 Laws for the JWST Space Mission, Adopting PHOENIX Spherical Models at High Resolution",0,0
ARXIV:2506.07262,ALMA-JELLY. I. High Resolution CO(2–1) Observations of Ongoing Ram Pressure Stripping in NGC 4858 Reveal Asymmetrical Gas Tail Formation and Fallback,0,0
ARXIV:2506.07260,Circumbinary disc interactions and stochastic dust obscuration in the post-asymptotic-giant-branch binary HD 213985,0,0
ARXIV:2506.07212,A Spectral Energy Distribution Variability Study of the Eclipsing AGN NGC 6814,1,1
ARXIV:2506.07161,A Composite Broad-line Region in SDSS J1609+4902: A Double-peaked Disk Component and a Gaussian Component,0,0
ARXIV:2506.07137,The Initial Evolution of SN 1993J: Piston Phase versus Standard Model,0,0
ARXIV:2506.06420,Searching for Historical Extragalactic Optical Transients Associated with Fast Radio Bursts,1,1
ARXIV:2506.06418,The Identification of Two JWST/NIRCam-Dark Starburst Galaxies at $z=6.6$ with ALMA,0,0
ARXIV:2506.06417,A Detection of Helium in the Bright Superluminous Supernova SN 2024rmj,0,0
ARXIV:2506.06415,Anomalously Fast Core and Envelope Rotation in Red Giants,1,1
ARXIV:2506.06403,A Python client for the ATLAS API,0,0
ARXIV:2506.06392,Additive Manufacturing of Lunar Regolith for Reconfigurable Building Blocks toward Lunar Habitation,2,2
ARXIV:2506.06274,The Atacama Cosmology Telescope: DR6 power spectrum foreground model and validation,4,4
ARXIV:2506.06272,To collapse or not to collapse: Halo evolution with self-interacting dark matter mass segregation,4,4
ARXIV:2506.06269,Accurately simulating core-collapse self-interacting dark matter halos,3,3
ARXIV:2506.06249,Spectroscopic Characterization of redMaPPer Galaxy Clusters with DESI,0,0
ARXIV:2506.06200,Accurate N-body simulations with local primordial non-Gaussianities: Initial conditions and aliasing,1,1
ARXIV:2506.06195,TOI-2407 b: a warm Neptune in the desert,1,1
ARXIV:2506.06183,Magnetogenesis from a sawtooth coupling: Gravitational wave probe of reheating,0,0
ARXIV:2506.06171,Primordial Black Holes and the First Stars,1,1
ARXIV:2506.06164,Venus Cloud Research: Progress and Perspectives,2,2
ARXIV:2506.06149,Faint absorption of the ground state hyperfine-splitting transitions of hydroxyl at 18 cm in the Galactic Disk,0,0
ARXIV:2506.06433,"Grand Design Spiral Arms in the Compact, Embedded Protoplanetary Disk of Haro 6-13",0,0
ARXIV:2506.06434,Distinct origins of environmentally quenched galaxies in the core and outer virialised regions of massive clusters at 0.8 < z < 1.5,1,1
ARXIV:2506.06445,"Multiband, Multiepoch Photometry of the Spot-crossing System TOI-3884: Refined System Geometry and Spot Properties",1,1
ARXIV:2506.06453,Mapping the Spatial Distribution of Fast Radio Bursts within their Host Galaxies,4,4
ARXIV:2506.07038,The Milky Way in context: The formation of galactic discs and chemical sequences from a cosmological perspective,1,1
ARXIV:2506.07017,Comparative Testing of Subgrid Models for Fast Neutrino Flavor Conversions in Core-collapse Supernova Simulations,5,5
ARXIV:2506.06902,Separating angular and radial modes with spherical-Fourier Bessel power spectrum on all scales and implications for systematics mitigation,0,0
ARXIV:2506.06901,Quantum cosmological perturbations in bouncing models with mimetic dark matter,0,0
ARXIV:2506.06865,FAUST. XXVI. The dust opacity spectral indices of protostellar envelopes bridge the gap between interstellar medium and disks,2,2
ARXIV:2506.06831,GNHeII J1236+6215: A He II λ1640 Emitting and Potentially LyC Leaking Galaxy at z = 2.9803 Unveiled through JWST and Keck Observations,1,1
ARXIV:2506.06819,A novel fine spectral structure of solar radio bursts with periodic beaded stripes observed by CBSm of CMP-II,1,1
ARXIV:2506.06797,Primordial Black Holes Save $R^2$ Inflation,8,8
ARXIV:2506.06768,ASKAP–EMU radio continuum detection of planetary nebula NGC 5189: the ‘Infinity’ nebula,0,0
ARXIV:2506.04584,The future of gravitational wave science – unlocking LIGO’s potential: AI-driven data analysis and exploration,0,0
ARXIV:2506.02748,MINDS: The very low-mass star and brown dwarf sample. Detections and trends in the inner disk gas,2,2
ARXIV:2506.02745,Euclid: Early Release Observations -- The surface brightness and colour profiles of the far outskirts of galaxies in the Perseus cluster,0,0
ARXIV:2506.02737,SCOTCH − III: Complete search for Hypercompact H ii regions in the fourth quadrant,0,0
ARXIV:2506.02934,Eighteen Exoplanet Host Stars from the NPOI Data Archive,0,0
ARXIV:2506.02730,An Exploratory Framework for Future SETI Applications: Detecting Generative Reactivity via Language Models,0,0
ARXIV:2506.02937,Probing Dark Matter Spike with Gravitational Waves from Early EMRIs in the Milky Way Center,3,3
ARXIV:2506.02957,SPINN: Advancing Cosmological Simulations of Fuzzy Dark Matter with Physics Informed Neural Networks,1,1
ARXIV:2506.03256,COSMOS-Web: Comprehensive Data Reduction for Wide-Area JWST NIRCam Imaging,2,2
ARXIV:2506.03248,New Rotation Periods from the Kepler Bonus Background Light Curves,2,2
ARXIV:2506.03245,The Pandora project. II: how non-thermal physics drives bursty star formation and temperate mass-loaded outflows in dwarf galaxies,0,0
ARXIV:2506.03244,"Cosmic Outliers: Low-spin Halos Explain the Abundance, Compactness, and Redshift Evolution of the Little Red Dots",5,5
ARXIV:2506.03243,"COSMOS2025: The COSMOS-Web galaxy catalog of photometry, morphology, redshifts, and physical parameters from JWST, HST, and ground-based imaging",3,3
ARXIV:2506.03242,Age dependence of Lyα escape fraction of Lyα emitters and their significant role in cosmic reionization,0,0
ARXIV:2506.03240,The Cusp–Halo Relation,1,1
ARXIV:2506.03235,Model-independent reconstruction of f (T ) gravity using genetic algorithms,3,3
ARXIV:2506.03132,A Fuzzy Situation Eased: Cold Dark Matter with Multipoles Can Explain The Double Radio Quad Lens HS 0810+2554,1,1
ARXIV:2506.03130,AGNBoost: A Machine Learning Approach to AGN Identification with JWST/NIRCam+MIRI Colors and Photometry,0,0
ARXIV:2506.03121,EIGER VII. The evolving relationship between galaxies and the intergalactic medium in the final stages of reionization,0,0
ARXIV:2506.03092,Thin coronal jets and plasmoid-mediated reconnection. Insights from Solar Orbiter observations and Bifrost simulations,1,1
ARXIV:2506.03061,The Close AGN Reference Survey (CARS). Long-term spectral variability study of the changing-look AGN Mrk 1018,1,1
ARXIV:2506.03033,Impact of Accretion Assumptions on Pulse Profile Modelling of Superburst Oscillations in 4U 1636-536,1,1
ARXIV:2506.03023,TDCOSMO 2025: Cosmological constraints from strong lensing time delays,6,6
ARXIV:2506.03015,Scatter in the star formation rate–halo mass relation: secondary bias and its impact on line-intensity mapping,0,0
ARXIV:2506.03008,Euclid preparation. Constraining parameterised models of modifications of gravity with the spectroscopic and photometric primary probes,2,2
ARXIV:2506.02967,Verification of the timing system for the X-ray Imaging and Spectroscopy Mission in the GPS unsynchronized mode,0,0
ARXIV:2506.02963,Preliminary analysis of a potential asteroid from the IASC campaign using Pan-STARRS data,0,0
ARXIV:2506.02956,Local dark matter density from Gaia DR3 K-dwarfs using Gaussian processes,2,2
ARXIV:2506.03258,Exploring selection biases in FRB dispersion-galaxy cross-correlations with magnetohydrodynamical simulations,1,1
ARXIV:2506.02721,Clues for Solar System Formation from Meteorites and their Parent Bodies,0,0
ARXIV:2506.02662,A Be Star + He Star Binary as an Indicator of a Binary Mass Transfer Phase,1,1
ARXIV:2506.02165,Scintillation Properties of PSR B1133+16 Measured with Very Long Baseline Interferometry,0,0
ARXIV:2506.02144,A Pan-STARRS Search for Distant Planets: Part 1,1,1
ARXIV:2506.02141,Nonminimal infrared gravitational reheating in light of ACT,11,11
ARXIV:2506.02140,Sorcha: Optimized Solar System Ephemeris Generation,3,3
ARXIV:2506.02130,fftvis: A Non-Uniform Fast Fourier Transform Based Interferometric Visibility Simulator,0,0
ARXIV:2506.02124,The Relationship Between Eddington Ratio and Column Density in U/LIRG AGN,0,0
ARXIV:2506.02123,CLUES III: Do User Choices Impact The Results of SED Fitting? Tests of 'Off-The-Shelf' Stellar Population and Dust Extinction Models in the CLUES Sample,0,0
ARXIV:2506.02122,"Uplifting, Depressing, and Tilting Dark Energy",7,7
ARXIV:2506.02121,A GPU code for finding microlensing critical curves and caustics,1,1
ARXIV:2506.02119,Symmetries and conservation laws in discrete spacetime,0,0
ARXIV:2506.02118,"SN 2024bfu, SN 2025qe, and the early light curves of type Iax supernovae",2,2
ARXIV:2506.02116,Primordial Gravitational Waves from Phase Transitions during Reheating,2,2
ARXIV:2506.02114,Rootin' Tootin' Efficient Ray Shootin': Creating Microlensing Magnification Maps with GPUs,0,0
ARXIV:2506.02107,Surrogate models for lightcurves and photosphere properties of Type II supernovae,1,1
ARXIV:2506.02104,Collisionless relaxation to equilibrium distributions in cold dark matter halos: origin of the Navarro-Frenk-White profile,0,0
ARXIV:2506.02102,The near-infrared airglow continuum conundrum. Constraints for ground-based faint object spectroscopy,0,0
ARXIV:2506.02101,Relativistic Magnetic Reconnection in Astrophysical Plasmas: A Powerful Mechanism of Nonthermal Emission,15,15
ARXIV:2506.02100,Post-glitch Recovery and the Neutron Star Structure: The Vela Pulsar,1,1
ARXIV:2506.02099,The Stellar Populations and Rest-Frame Colors of Star-Forming Galaxies at $z \approx 8$: Exploring the Impact of Filter Choice and Star Formation History Assumption with JADES,0,0
ARXIV:2506.02173,Turbulent drag on stellar mass black holes embedded in disks of active galactic nuclei,0,0
ARXIV:2506.02705,Residual 1D CNN for Low SFR Surface Density Regression: A Design Note,0,0
ARXIV:2506.02188,"Interior redox state effects on the stability of secondary atmospheres and observational manifestations: LP 791-18,d as a case study for outgassing rocky exoplanets",2,2
ARXIV:2506.02199,WASP-121 b’s Transmission Spectrum Observed with JWST/NIRSpec G395H Reveals Thermal Dissociation and SiO in the Atmosphere,7,7
ARXIV:2506.02641,Observations of non complex organic molecules in the gas phase of the interstellar medium,0,0
ARXIV:2506.02628,Reappraising the Elatina series: Solar dynamo clocking and inference of orbital periods,0,0
ARXIV:2506.14076,Quiet Sun Magnetism from ViSP Data Multiline Inversions Around 630.1 nm,0,0
ARXIV:2506.02551,Impact of convective overshooting on the single-degenerate model of Type Ia supernovae,1,1
ARXIV:2506.02500,Insight into the Origin of Multiwavelength Emissions of PKS 1510−089 Through Modeling 12 SEDs from 2008 to 2015,0,0
ARXIV:2506.02487,"Predictions of the LSST Solar System Yield: Near-Earth Objects, Main Belt Asteroids, Jupiter Trojans, and Trans-Neptunian Objects",7,7
ARXIV:2506.02476,A chemical close-up of the main body of the Sagittarius dwarf galaxy,0,0
ARXIV:2506.02400,Caustic fringes for wave dark matter,0,0
ARXIV:2506.02348,Long-term Astrometric Monitoring of the Galactic Center Magnetar PSR J1745−2900,0,0
ARXIV:2506.02343,Alkali phenoxides in comets,1,1
ARXIV:2506.02316,Rapid Stellar and Binary Population Synthesis with COMPAS: Methods Paper II,0,0
ARXIV:2506.02296,A Wide-field Map of Ultracompact Dwarfs in the Coma Cluster,1,1
ARXIV:2506.02289,Radiation GRMHD Models of Accretion onto Stellar-mass Black Holes. I. Survey of Eddington Ratios,4,4
ARXIV:2506.02288,A Parameter Survey of Neutron Star Accretion Column Simulations,0,0
ARXIV:2506.02271,Prediction of the SVOM MXT camera end of life spectral performance based on proton irradiation results,0,0
ARXIV:2506.02253,Stability of a cluster-disrupted mean-motion resonance (chain) in HR 8799 and PDS 70,0,0
ARXIV:2506.02250,Seeking Spinning Subpopulations of Black Hole Binaries via Iterative Density Estimation,4,4
ARXIV:2506.02235,A Bayesian PINN Framework for Barrow-Tsallis Holographic Dark Energy with Neutrinos: Toward a Resolution of the Hubble Tension,0,0
ARXIV:2506.02224,Long-Term Optical Follow Up of S231206cc: Multi-Model Constraints on BBH Merger Emission in AGN Disks,1,1
ARXIV:2506.02191,Meta-heuristic design of a lightweight homologous backup structure of the primary reflector for the Large Submillimeter Telescope,0,0
ARXIV:2506.03265,Nearby dwarf galaxies with extreme star formation rates: a window into dwarf-galaxy evolution in the early Universe,0,0
ARXIV:2506.03277,The Onset of Feedback in Abell 1885: Evidence for Large-Scale Quenching Despite a Young Central AGN,0,0
ARXIV:2506.03288,f-mode oscillations in hot Neutron Stars: Effect of hyperons and neutrino trapping,0,0
ARXIV:2506.04332,Initial Characterization of Stellar Photometry of Roman images from the OpenUniverse Simulations,1,1
ARXIV:2506.04330,"FROST-CLUSTERS – II. Massive stars, binaries, and triples boost supermassive black hole seed formation in assembling star clusters",0,0
ARXIV:2506.04329,Estimating Bolometric Luminosities of Type 1 Quasars with Self-organizing Maps,1,1
ARXIV:2506.04327,"Fishing for the Optimal Roman High Latitude Time Domain Survey: Cosmological Constraints for 1,000 Possible Surveys",0,0
ARXIV:2506.04316,Mitigation of the flexing-filtering effect in time-delay interferometry,0,0
ARXIV:2506.04310,Fast rotators at cosmic noon: Stellar kinematics for 15 quiescent galaxies from JWST-SUSPENSE,1,1
ARXIV:2506.04309,Characterising the Standardisation Properties of Type Ia Supernovae in the z band with Hierarchical Bayesian Modelling,0,0
ARXIV:2506.04258,Indications of Electron-to-proton Mass Ratio Variations in the Galaxy. II. 3 mm Methanol Lines Toward Sgr B2(N) and (M),0,0
ARXIV:2506.04229,Stellar Distributions around Supermassive Black Holes in Gas-rich Nuclear Star Clusters,1,1
ARXIV:2506.04212,Studying mirror acceleration via kinetic simulations of relativistic plasma turbulence,1,1
ARXIV:2506.04201,Analyzing line-of-sight selection biases in galaxy-scale strong lensing with external convergence and shear,0,0
