title,lines
Revisiting the Gas Dynamics of Henize 2-10: Possible Drivers of the Starburst,[]
The 2MIG isolated AGNs -- 2. X-ray general properties and peculiarities,[]
Coronal mass ejection arrival forecasting with the drag-based assimilation of satellite observations,"['\\affiliation{Center for Digital Engineering, Bolshoy Boulevard 30, bld. 1, Moscow 121205, Russia}', '\\affiliation{Center for Digital Engineering, Bolshoy Boulevard 30, bld. 1, Moscow 121205, Russia}', '\\affiliation{Institute of Physics, University of Graz, Universit{\\""a}tsplatz 5, A-8010 Graz, Austria}', '\\affiliation{Kanzelh{\\""o}he Observatory for Solar and Environmental Research, University of Graz, Kanzelh{\\""o}he 19, 9521, Treffen, Austria}', '\\affiliation{Hvar Observatory, Faculty of Geodesy, University of Zagreb, Kaciceva 26, HR-10000 Zagreb, Croatia}', '\\affiliation{Columbia University, New York, NY 10027, USA}']"
Cosmological Constraints on Neutrino Masses in a Second-Order CPL Dark Energy Model,[]
On the presence of a fifth force at the Galactic Center,[]
"Massive stars exploding in a He-rich circumstellar medium. XI. Diverse evolution of five Ibn SNe 2020nxt, 2020taz, 2021bbv, 2023utc and 2024aej",[]
Egent: An Autonomous Agent for Equivalent Width Measurement,"['\\affiliation{Department of Astronomy, The Ohio State University, Columbus, OH 43210, USA}', '\\affiliation{Center for Cosmology and AstroParticle Physics (CCAPP), The Ohio State University, Columbus, OH 43210, USA \\vspace{-0.3cm}}', '\\affiliation{Department of Astronomy, The Ohio State University, Columbus, OH 43210, USA \\vspace{-0.3cm}}', '\\affiliation{National Astronomical Observatories, Chinese Academy of Sciences, Beijing 100012, China \\vspace{-0.3cm}}', '\\affiliation{School of Computer Science, Georgia Institute of Technology, Atlanta, GA 30332, USA}', '\\affiliation{School of Computer Science, Georgia Institute of Technology, Atlanta, GA 30332, USA}']"
X-ray variability of VHE detected FSRQs: A comparative study,[]
Reproducing Abell 2744 with the HyperMillennium Simulation,"['$^{1}$ National Astronomical Observatories, Chinese Academy of Sciences, 20A Datun Road, Chaoyang District, Beijing 100101, China \\\\', '$^{2}$ School of Astronomy and Space Science, University of Chinese Academy of Sciences, Beijing 100048, China \\\\', '$^{3}$ Institute for Frontiers in Astronomy and Astrophysics, Beijing Normal University, Beijing 102206, China \\\\', '$^{4}$ School of Physics and Microelectronics, Zhengzhou University, Zhengzhou 450001, China \\\\', '$^{5}$ Donostia International Physics Center, Manuel Lardizabal Ibilbidea, 4, 20018 Donostia, Gipuzkoa, Spain \\\\', '$^{6}$ IKERBASQUE, Basque Foundation for Science, 48013, Bilbao, Spain \\\\', '$^{8}$ Institute for Computational Cosmology, Department of Physics, Durham University, South Road, Durham DH1 3LE, UK \\\\', '$^{9}$ Department of Physics, Duke University, Durham, NC 27708, USA \\\\', '$^{10}$ Shanghai Key Lab for Astrophysics, Shanghai Normal University, Shanghai 200234, China \\\\', '$^{11}$ Shanghai Astronomical Observatory, Chinese Academy of Sciences, Shanghai 200030, China \\\\', '$^{12}$ State Key Laboratory of Radio Astronomy and Technology, 20A Datun Road, Chaoyang District, Beijing 100101, China \\\\', '$^{13}$ Max Planck Institute for Astrophysics, Karl-Schwarzschild-Strasse 1, 85740 Garching, Germany']"
On the Propagation and Damping of Alfvenic Fluctuations in the Outer Solar Corona and Solar Wind,"['\\affiliation{Space Sciences Laboratory, University of California, Berkeley, CA 94720-7450, USA}', '\\affiliation{Department of Earth, Planetary, and Space Sciences, University of California, Los Angeles, CA, USA}', '\\affiliation{Department of Earth, Planetary, and Space Sciences, University of California, Los Angeles, CA, USA}', '\\affiliation{Space Sciences Laboratory, University of California, Berkeley, CA 94720-7450, USA}', '\\affiliation{Space Sciences Laboratory, University of California, Berkeley, CA 94720-7450, USA}', ""\\affiliation{Universit\\'a di Firenze, Dipartimento di Fisica e Astronomia, Firenze, Italy}"", '\\affiliation{Space Science Center and Department of Physics, University of New Hampshire, Durham, NH 03824, USA}', '\\affiliation{Department of Physics, The University of Texas at Austin, TX 78712, USA}', '\\affiliation{Space Sciences Laboratory, University of California, Berkeley, CA 94720-7450, USA}', '\\affil{Space Sciences Laboratory, University of California, Berkeley, CA 94720-7450, USA}', '\\affil{Physics Department, University of California, Berkeley, CA 94720-7300, USA}', '\\affiliation{Space Sciences Laboratory, University of California, Berkeley, CA 94720-7450, USA}']"
A High Resolution Search for Dual AGNs in Mergers: Pushing the Frontier with Keck AO,[]
JWST COSMOS-3D: Spectroscopic Census and Luminosity Function of [O III] Emitters at 6.75<z<9.05 in COSMOS,"['\\institute{Department of Astronomy, University of Geneva, Chemin Pegasi 51, 1290 Versoix, Switzerland\\\\', 'Department of Astronomy, University of Michigan, 1085 S. University Ave., Ann Arbor, MI 48109, USA', 'Cosmic Dawn Center (DAWN), Niels Bohr Institute, University of Copenhagen, Jagtvej 128, DK-2200 Copenhagen N, Denmark', 'Steward Observatory, University of Arizona, 933 N. Cherry Ave, Tucson, AZ 85721, USA', 'Hamburger Sternwarte, Universit\\""at Hamburg, Gojenbergsweg 112, D-21029 Hamburg, Germany', 'Chinese Academy of Sciences South America Center for Astronomy, National Astronomical Observatories, CAS, Beijing 100101, China', 'Institut de Física d’Altes Energies (IFAE), The Barcelona Institute of Science and Technology, Edifici Cn, Campus UAB, 08193, Bellaterra (Barcelona), Spain', 'University of Geneva, 24 rue du Général-Dufour, 1211 Genève 4, Switzerland', 'National Astronomical Observatory of Japan, 2-21-1 Osawa, Mitaka, Tokyo 181-8588, Japan', ""Departamento de Astronom\\'ia, Universidad de Chile, Casilla 36-D, Santiago, Chile"", ""European Southern Observatory, Alonso de C\\'ordova 3107, Casilla 19001, Vitacura, Santiago 19, Chile"", 'Department of Physics, University of California, Santa Barbara, Santa Barbara, CA 93106, USA', 'Department of Astronomy, School of Physics, Peking University, Beijing 100871, China', 'Kavli Institute for Astronomy and Astrophysics, Peking University, Beijing 100871, China', ""Aix Marseille Universit\\'e, CNRS, CNES, LAM (Laboratoire d’Astrophysique de Marseille), UMR 7326, 13388 Marseille, France"", 'Department of Astronomy, The University of Texas at Austin, 2515 Speedway Blvd Stop C1400, Austin, TX 78712, USA', 'Department of Astronomy, Tsinghua University, Beijng, China', 'Space Telescope Science Institute, Baltimore, MD 21218, USA', 'Physics and Astronomy Department, Johns Hopkins University, Baltimore, MD 21218, USA', 'Institute for Cosmic Ray Research, The University of Tokyo, 5-1-5 Kashiwanoha, Kashiwa, Chiba 277-8582, Japan', 'National Astronomical Observatory of Japan, 2-21-1 Osawa, Mitaka, Tokyo 181-8588, Japan', 'Laboratory for Multiwavelength Astrophysics, School of Physics and Astronomy, Rochester Institute of Technology, 84 Lomb Memorial Drive, Rochester, NY 14623, USA', 'Max-Planck-Institut f\\""ur Astronomie, K\\""onigstuhl 17, D-69117 Heidelberg, Germany', 'Department of Astronomy and Astrophysics, The Pennsylvania State University, 525 Davey Lab, University Park, PA 16802, USA', 'Canadian Institute for Theoretical Astrophysics, 60 St George St, Toronto, ON M5S 3H8, Canada']"
VUV Processing of Nitrile Ice: Direct Comparison of Branching in Ice and TPD Spectra,[]
Transiting Exoplanets from Sharjah Astronomical Observatory (SAO-M47): The Exoplanet HAT-P-25b Using L and V Filters,[]
Asteroseismology of white dwarfs in the 2040s,"['& Institute of Astronomy, KU Leuven, Celestijnenlaan 200D, B-3001 Leuven, Belgium \\\\', '$^{1}$Department of Physics, University of Warwick, Gibbet Hill Road, Coventry, CV4 7AL, UK\\\\', '$^{2}$Institut de Recherche en Astrophysique et Planétologie, CNRS, Université de Toulouse, France\\\\', '$^{3}$Instituto de Astrofísica de La Plata, IALP (CCT La Plata), CONICET--UNLP, Argentina\\\\', '$^{4}$Université de Liège, Belgium\\\\', '$^{5}$European Southern Observatory, Germany\\\\', '$^{6}$Hamburger Sternwarte, University of Hamburg, Germany\\\\']"
Variations of the Ca II K Line Profile Parameters with Solar Latitude and Time Observed from Kodaikanal Solar Observatory,[]
Investigating Energy-Dependent Anisotropy in Cosmic Rays with IceTop Surface Array,[]
"Heating, Excitation, Dissociation, and Ionization of Molecules by High-Energy Photons in Planetary Atmospheres",[]
Detection of molecular clouds in the PeVatron candidate source LHAASO J0341$+$5258 by the Nobeyama 45-m radio telescope,[]
VERTICO IX: Signatures of environmental processing of the gas in Virgo cluster spiral galaxies through mapping of CO isotopologues,[]
Evidence for an Inverse Cascade of Magnetic Helicity in the Inner Heliosphere,[]
Rapid formation of a very massive star >50000 $M_\odot$ and subsequently an IMBH from runaway collisions. Direct N-body and Monte Carlo simulations of dense star clusters,[]
Origins and lifetimes of secular and tidal bars in simulated disc galaxies,"['$^{1}$International Centre for Radio Astronomy Research (ICRAR), University of Western Australia, Crawley, WA 6009, Australia\\\\', '$^{2}$ARC Centre of Excellence for All Sky Astrophysics in 3 Dimensions (ASTRO 3D), Sydney, Australia\\\\', '$^{3}$European Southern Observatory, Karl-Schwarzschild-Straße 2, Garching, 85748, Germany']"
Efficiency of viscous angular momentum transport in dissipating Be binaries,"['\\affil*[1]{\\orgdiv{Department of Physics and Astronomy}, \\orgname{University of Western Ontario}, \\orgaddress{\\street{1151 Richmond St.}, \\city{London}, \\postcode{N6A 3K7}, \\state{Ontario}, \\country{Canada}}}', '\\affil[2]{\\orgdiv{Department of Physics and Astronomy}, \\orgname{University of Iowa}, \\orgaddress{\\street{203 Van Allen Hall}, \\city{Iowa City}, \\postcode{ 52242}, \\state{Iowa}, \\country{USA}}}', ""\\affil[3]{\\orgdiv{Centro Interdisciplinario de Telecomunicaciones, Electrónica, Computación y Ciencia Aplicada - Sede Andina}, \\orgname{Universidad Nacional de R\\'io Negro}, \\orgaddress{Anasagasti 1463}, \\city{San Carlos de Bariloche}, \\postcode{8400}, \\state{R\\'io Negro}, \\country {Argentina}}"", ""Científicas y Técnicas}, \\orgaddress{ Godoy Cruz 2290}, \\city{Ciudad Aut\\'onoma de Buenos Aires}, \\postcode{C1425FQB}, \\country{Argentina}}"", '\\affil[5]{\\orgdiv{Bartol Research Institute}, \\orgname{University of Delaware}, \\orgaddress{\\street{210 S College Ave}, \\city{Newark}, \\state{DE} \\postcode{19716}, \\country{USA}}}', '\\affil[6]{\\orgdiv{Center for Development Policy Studies}, \\orgname{Hokkai-Gakuen University}, \\orgaddress{\\street{4-1-40 Asahimachi, Toyohira-ku}, \\city{Sapporo}, \\postcode{062-8605}, \\country{Japan}}}', '\\affil[7]{\\orgdiv{Department of Physics}, \\orgname{Penn State Scranton}, \\orgaddress{\\street{120 Ridge View Drive}, \\city{Dunmore}, \\postcode{18512}, \\state{PA}, \\country{USA}}}', ""\\affil[8]{\\orgdiv{Department of Theoretical Physics and Astrophysics, Faculty of Science}, \\orgname{Masaryk University}, \\orgaddress{\\street{Kotl\\'a\\v rsk\\'a 2}, \\city{Brno}, \\postcode{611 37}, \\country{Czech Republic}}}"", ""\\affil[9]{\\orgdiv{Instituto de Astronomia, Geof\\'ica e Ci\\^encias Atmosf\\'ericas}, \\orgname{Universidade de S\\~ao Paulo}, \\orgaddress{\\city{ S\\~ao Paulo}, \\postcode{94304}, \\state{SP}, \\country{Brazil}}}"", '\\affil[10]{\\orgdiv{Advanced Technology Center}, \\orgname{Lockheed Martin}, \\orgaddress{\\street{3251 Hanover St}, \\city{Palo Alto}, \\postcode{94304}, \\state{CA}, \\country{USA}}}']"
SN 2024aecx: A double-peaked rapidly evolving Type IIb supernova at 11 Mpc,[]
Analytical modeling of the gravitational potential of irregularly shaped celestial bodies considering three distinct internal structures: application to (21) Lutetia,"[""\\affil[2]{National Institute for Space Research, S\\~{a}o Jos\\'{e} dos Campos, SP, Brazil.}""]"
Conceptual framework for the application of deep neural networks to surface composition reconstruction from Mercury's exospheric data,[]
SVOM Follow-up Observation Coordinating Service,"[""country={People's Republic of China}}"", ""country={People's Republic of China}}"", ""country={People's Republic of China}}"", ""country={People's Republic of China}}"", ""country={People's Republic of China}}"", ""country={People's Republic of China}}"", 'country={USA}}', ""country={People's Republic of China}}""]"
"Cosmic string gravitational wave backgrounds at LISA: I. Signal survey, template reconstruction, and model comparison","[""Parc Científic UV, c/ Catedr\\'{a}tico Jos\\'{e} Beltrán, 2, E-46980 Paterna (Val\\`{e}ncia), Spain}"", '123 Mitraphap Rd., Khon Kaen, 40002, Thailand}']"
High-energy variability of the gravitationally lensed blazar PKS 1830-211,"['Julius-Maximilians-Universit\\""at W\\""urzburg, Fakult\\""at für Physik und Astronomie, Institut für Theoretische Physik und Astrophysik, Lehrstuhl für Astronomie, Emil-Fischer-Str. 31, D-97074 W\\""urzburg, Germany\\\\', 'Kavli Institute for Particle Astrophysics and Cosmology and SLAC National Accelerator Laboratory, Stanford University, Menlo Park, California 94025, USA', 'Institut de Física d’Altes Energies (IFAE), The Barcelona Institute of Science and Technology (BIST), E-08193 Bellaterra (Barcelona), Spain', 'Astrobiology and Space Science Division, NASA Ames Research Center, Moffett Field, California 94035-1000, USA', 'Department of Physics \\& McDonnell Center for the Space Sciences, Washington University in St. Louis, One Brookings Drive, St. Louis, MO 63130, USA', 'Nicolaus Copernicus Astronomical Center, Polish Academy of Sciences, Bartycka 18, 00–716 Warszawa, Poland']"
Searching for EeV photons with Telescope Array Surface Detector and neural networks,"['\\affiliation[1]{Department of Physics, Loyola University-Chicago, Chicago, Illinois 60660, USA}', '\\affiliation[2]{High Energy Astrophysics Institute and Department of Physics and Astronomy, University of Utah, Salt Lake City, Utah 84112-0830, USA}', '\\affiliation[3]{Graduate School of Science, Osaka Metropolitan University, Sugimoto, Sumiyoshi, Osaka 558-8585, Japan}', '\\affiliation[5]{Institute of Physics, Academia Sinica, Taipei City 115201, Taiwan}', '\\affiliation[6]{Institute for Cosmic Ray Research, University of Tokyo, Kashiwa, Chiba 277-8582, Japan}', '\\affiliation[7]{Nambu Yoichiro Institute of Theoretical and Experimental Physics, Osaka Metropolitan University, Sugimoto, Sumiyoshi, Osaka 558-8585, Japan}', '\\affiliation[8]{CEICO, Institute of Physics, Czech Academy of Sciences, Prague 182 21, Czech Republic}', '\\affiliation[9]{Institute of Astronomy, National Autonomous University of Mexico Ensenada Campus, Ensenada, BC 22860, Mexico}', '\\affiliation[10]{Graduate School of Engineering, Osaka Electro-Communication University, Neyagawa-shi, Osaka 572-8530, Japan}', '\\affiliation[11]{Faculty of Engineering, Kanagawa University, Yokohama, Kanagawa 221-8686, Japan}', '\\affiliation[12]{Astrophysical Big Bang Laboratory, RIKEN, Wako, Saitama 351-0198, Japan}', '\\affiliation[14]{Department of Physics, Tokyo City University, Setagaya-ku, Tokyo 158-8557, Japan}', '\\affiliation[15]{Institute for Nuclear Research of the Russian Academy of Sciences, Moscow 117312, Russia}', '\\affiliation[16]{Faculty of Systems Engineering and Science, Shibaura Institute of Technology, Minumaku, Tokyo 337-8570, Japan}', '\\affiliation[17]{Academic Assembly School of Science and Technology Institute of Engineering, Shinshu University, Nagano, Nagano 380-8554, Japan}', '\\affiliation[18]{Service de Physique Théorique, Université Libre de Bruxelles, Brussels 1050, Belgium}', '\\affiliation[20]{Center for Astrophysics and Cosmology, University of Nova Gorica, Nova Gorica 5297, Slovenia}', '\\affiliation[21]{Faculty of Science, Kochi University, Kochi, Kochi 780-8520, Japan}', '\\affiliation[22]{College of Science and Engineering, Chubu University, Kasugai, Aichi 487-8501, Japan}', '\\affiliation[23]{Quantum ICT Advanced Development Center, National Institute for Information and Communications Technology, Koganei, Tokyo 184-8795, Japan}', '\\affiliation[24]{Doctoral School of Exact and Natural Sciences, University of Lodz, Lodz, Lodz 90-237, Poland}', '\\affiliation[25]{Sternberg Astronomical Institute, Moscow M.V. Lomonosov State University, Moscow 119991, Russia}', '\\affiliation[27]{Astrophysics Division, National Centre for Nuclear Research, Warsaw 02-093, Poland}', '\\affiliation[28]{Earthquake Research Institute, University of Tokyo, Bunkyo-ku, Tokyo 277-8582, Japan}', '\\affiliation[29]{Graduate School of Information Sciences, Hiroshima City University, Hiroshima, Hiroshima 731-3194, Japan}', '\\affiliation[30]{Institute of Particle and Nuclear Studies, KEK, Tsukuba, Ibaraki 305-0801, Japan}']"
"Galaxies in the Epoch of Reionization Are All Bark and No Bite -- Plenty of Ionizing Photons, Low Escape Fractions",[]
CCAT: Mod-Cam Cryogenic Performance and its Impact on 280 GHz KID Array Noise,"['Samantha Walker$^{1}$, Yi Wang$^{2}$, Yuhan Wang$^{1}$, Jordan Wheeler$^{3}$, Ruixuan(Matt) Xie$^{4}$', '\\small $^{1}$Department of Physics, Cornell University, Ithaca, NY 14853, USA \\\\', '\\small $^{2}$Department of Physics, Duke University, Durham, NC 27710, USA \\\\', '\\small $^{3}$Quantum Sensors Division, National Institute of Standards and Technology, Boulder, CO 80305, USA \\\\', '\\small $^{4}$Department of Physics and Astronomy, University of British Columbia, Vancouver, BC, Canada \\\\', '\\small $^{5}$Department of Physics and Atmospheric Science, Dalhousie University, Halifax, NS, Canada \\\\', '\\small $^{6}$Department of Physics and Astronomy, University of California, Riverside, CA 92521, USA \\\\', '\\small $^{7}$Department of Astronomy, Cornell University, Ithaca, NY 14853, USA \\\\', '\\small $^{8}$School of Earth and Space Exploration, Arizona State University, Tempe, AZ 85287, USA \\\\', '\\small $^{9}$NASA Goddard Space Flight Center, Greenbelt, MD 20771, USA \\\\', '\\IEEEPARstart{T}{he} next generation of millimeter and submillimeter surveys will require instruments with significantly improved sensitivity and mapping speeds to address key open questions in cosmology and astrophysics. The Fred Young Submillimeter Telescope (FYST) is a 6-meter aperture, crossed-Dragone telescope being constructed for the CCAT Observatory at an altitude of 5600 meters on Cerro Chajnantor in the Chilean Atacama Desert \\cite{huber2024ccatprimecamopticsoverview}. Its large field of view is designed to provide enhanced mapping speeds in the submillimeter \\cite{Niemack_2016}.']"
ClearPotential: Revealing Local Dark Matter in Three Dimensions,[]
SYMPHANY- SYnergy of Molecular PHase And Neutral hYdrogen in galaxies in A2626,[]
The DECam MAGIC Survey: A Wide-field Photometric Metallicity Study of the Sculptor Dwarf Spheroidal Galaxy,[]
Looking into the Jet Cone of the Neutrino-Associated Very High Energy Blazar PKS 1424+240,[]
"ODIN: A New Lyman Alpha Blob Selection Method, Sample, and Statistical Analysis at $z\sim3.1$","['\\affiliation{Department of Physics and Astronomy, Purdue University, 525 Northwestern Avenue, West Lafayette, IN 47907, USA}', '\\affiliation{Department of Physics and Astronomy, Rutgers, the State University of New Jersey, Piscataway, NJ 08854, USA}', '\\affiliation{Department of Physics and Astronomy, Rutgers, the State University of New Jersey, Piscataway, NJ 08854, USA}', '\\affiliation{NSF’s NOIRLab, 950 N. Cherry Ave., Tucson, AZ 85719, USA}', '\\affiliation{National Optical Astronomy Observatory, 950 N. Cherry Avenue, Tucson, AZ 85719, USA}', '\\affiliation{Perimeter Institute for Theoretical Physics, 31 Caroline Street North, Waterloo, ON N2L 2Y5, Canada}', '\\affiliation{Department of Physics and Astronomy, University of Waterloo, Waterloo, ON N2L 3G1, Canada}', 'State University, University Park, PA 16802, USA}', 'State University, University Park, PA 16802, USA}', 'State University, University Park, PA 16802, USA}', 'State University, University Park, PA 16802, USA}', '\\affiliation{Astronomy Department and Steward Observatory, University of Arizona, 933 North Cherry Avenue, Tucson, Arizona, 85721, USA}', '\\affiliation{Department of Physics and Astronomy, Purdue University, 525 Northwestern Avenue, West Lafayette, IN 47907, USA}']"
Abrupt Pulsation Resumptions in Deneb: An Update,[]
A Deep SETI Search for Technosignatures in the TRAPPIST-1 System with FAST,"['\\affiliation{College of Computer and Information Engineering, Dezhou University, Dezhou 253023, China}', '\\affiliation{College of Computer and Information Engineering, Dezhou University, Dezhou 253023, China}', '\\affiliation{Institute for Frontiers in Astronomy and Astrophysics, Beijing Normal University, Beijing 102206, China}', '\\affiliation{School of Law, Gansu University of Political Science and Law, Lanzhou 730070, China; \\url{yancui@sdu.edu.cn}}', '\\affiliation{School of Mathematics and Big Data, Dezhou University, Dezhou 253023,  China}', '\\affiliation{Institute for Frontiers in Astronomy and Astrophysics, Beijing Normal University, Beijing 102206, China}', '\\affiliation{School of Physics and Astronomy, Beijing Normal University, Beijing 100875, China; \\url{tjzhang@bnu.edu.cn}}', '\\affiliation{Institute for Astronomical Science, Dezhou University, Dezhou 253023, China}']"
